,Date,,Batch No,Diameter,Material,Coil,UTS,Elongation,Conductivity,Grade,Material,Total order quantity,
,09.10.2024,,558355,10,W000000,12,10.1,19.1,61.5,WE10,WE100095,"2,052.00",
,09.10.2024,,558355,10,W000000,13,10.4,14,61.6,WE10,WE100095,"1,991.00",
,09.10.2024,,558355,10,W000000,14,9.9,16.8,61.6,WE10,WE100095,"2,062.00",
,09.10.2024,,558355,10,W000000,2,10,14,61.5,WE10,WE100095,"2,059.00",
,09.10.2024,,558355,10,W000000,3,9.9,14.8,61.5,WE10,WE100095,"2,002.00",
,09.10.2024,,558355,10,W000000,4,10.6,12.8,61.5,WE10,WE100095,"2,055.00",
,09.10.2024,,558355,10,W000000,5,10.4,10.8,61.5,WE10,WE100095,"1,949.00",
,09.10.2024,,558355,10,W000000,6,10.1,14.8,61.5,WE10,WE100095,"2,042.00",
,09.10.2024,,558355,10,W000000,7,10.2,14,61.5,WE10,WE100095,"1,982.00",
,09.10.2024,,558355,10,W000000,8,9.9,12.8,61.5,WE10,WE100095,"2,048.00",
,09.10.2024,,558355,10,W000000,9,10.2,17,61.5,WE10,WE100095,"1,989.00",
,09.10.2024,,658349,10,W000000,1,10.1,16.2,61.5,WE10,WE100095,"2,134.00",
,09.10.2024,,658349,10,W000000,10,10.1,14.6,61.4,WE20,WE200095,"2,057.00",
,09.10.2024,,658349,10,W000000,11,10.2,17.4,61.2,WE20,WE200095,"2,131.00",
,09.10.2024,,658349,10,W000000,12,10.2,16.8,61.2,WE20,WE200095,"1,657.00",
,09.10.2024,,658349,10,W000000,13,11,13.6,61.3,WE20,WE200095,"1,913.00",
,09.10.2024,,658349,10,W000000,14,11.3,14.2,61.3,WE20,WE200095,"2,191.00",
,09.10.2024,,658349,10,W000000,15,11.1,11.6,61.3,WE20,WE200095,"2,138.00",
,09.10.2024,,658349,10,W000000,2,10.5,15.2,61.5,WE10,WE100095,"2,068.00",
,09.10.2024,,658349,10,W000000,3,10.2,13.5,61.5,WE10,WE100095,"2,137.00",
,09.10.2024,,658349,10,W000000,4,10.5,16.2,61.5,WE10,WE100095,"2,061.00",
,09.10.2024,,658349,10,W000000,5,10.3,13.5,61.5,WE10,WE100095,"2,132.00",
,09.10.2024,,658349,10,W000000,6,10.2,14.1,61.4,WE20,WE200095,"2,059.00",
,09.10.2024,,658349,10,W000000,7,10.5,15.3,61.4,WE20,WE200095,"2,132.00",
,09.10.2024,,658349,10,W000000,8,10.2,15.4,61.4,WE20,WE200095,"2,061.00",
,09.10.2024,,658349,10,W000000,9,10.2,16.2,61.4,WE20,WE200095,"2,130.00",
,09.10.2024,,658353,10,W000000,1,9.9,12,61.6,WE10,WE100095,"2,121.00",
,09.10.2024,,658353,10,W000000,10,10.6,12,61.6,WE10,WE100095,"2,063.00",
,09.10.2024,,658353,10,W000000,11,10.6,10.8,61.6,WE10,WE100095,"2,131.00",
,09.10.2024,,658353,10,W000000,12,9.9,10.8,61.6,WE10,WE100095,"2,061.00",
,09.10.2024,,658353,10,W000000,13,10.6,12.8,61.6,WE10,WE100095,"1,993.00",
,09.10.2024,,658353,10,W000000,14,9.9,11.2,61.6,WE10,WE100095,"2,057.00",
,09.10.2024,,658353,10,W000000,15,9.9,14,61.6,WE10,WE100095,"1,991.00",
,09.10.2024,,658353,10,W000000,16,10.1,14.8,61.6,WE10,WE100095,"2,059.00",
,09.10.2024,,658353,10,W000000,2,9.9,10,61.6,WE10,WE100095,"2,049.00",
,09.10.2024,,658353,10,W000000,3,10.2,11.2,61.5,WE10,WE100095,"2,116.00",
,09.10.2024,,658353,10,W000000,4,10.4,10,61.5,WE10,WE100095,"2,055.00",
,09.10.2024,,658353,10,W000000,5,10.3,10.4,61.6,WE10,WE100095,"2,120.00",
,09.10.2024,,658353,10,W000000,6,10.2,12.8,61.6,WE10,WE100095,"2,056.00",
,09.10.2024,,658353,10,W000000,7,10.4,12,61.6,WE10,WE100095,"2,128.00",
,09.10.2024,,658353,10,W000000,8,10.5,8,61.6,WE10,WE100095,"2,061.00",
,09.10.2024,,658353,10,W000000,9,10.6,12,61.6,WE10,WE100095,"2,132.00",
,09.10.2024,,758418,10,W000000,1,14.1,6.9,61.4,WE20,WE200095,"2,095.00",
,09.10.2024,,758418,10,W000000,10,12.9,7,61.2,WE20,WE200095,"2,080.00",
,09.10.2024,,758418,10,W000000,11,12.6,6.3,61.2,WE20,WE200095,"1,952.00",
,09.10.2024,,758418,10,W000000,12,12.9,7.8,61.2,WE20,WE200095,"1,948.00",
,09.10.2024,,758418,10,W000000,13,9.8,17.4,61.1,WE20,WE200095,"2,082.00",
,09.10.2024,,758418,10,W000000,14,12.5,6.2,61.1,WE20,WE200095,"1,957.00",
,09.10.2024,,758418,10,W000000,15,12,9.2,61.2,WE20,WE200095,"1,951.00",
,09.10.2024,,758418,10,W000000,16,12.5,7.4,61.2,WE20,WE200095,"2,081.00",
,09.10.2024,,758418,10,W000000,17,11.8,8.3,61.2,WE20,WE200095,"1,957.00",
,09.10.2024,,758418,10,W000000,18,11.7,9,61.2,WE20,WE200095,"2,085.00",
,09.10.2024,,758418,10,W000000,19,11.4,11.7,61.4,WE20,WE200095,"2,079.00",
,09.10.2024,,758418,10,W000000,2,13.9,6.1,61.4,WE20,WE200095,"2,106.00",
,09.10.2024,,758418,10,W000000,20,11.4,13,61.4,WE20,WE200095,"2,092.00",
,09.10.2024,,758418,10,W000000,3,14,5.7,61.3,WE20,WE200095,"2,088.00",
,09.10.2024,,758418,10,W000000,4,13.6,6.2,61.3,WE20,WE200095,"2,084.00",
,09.10.2024,,758418,10,W000000,5,12.3,6.3,61.2,WE20,WE200095,"2,073.00",
,09.10.2024,,758418,10,W000000,6,12,9.6,61.2,WE20,WE200095,"2,089.00",
,09.10.2024,,758418,10,W000000,7,12.4,7.5,61.2,WE20,WE200095,"2,088.00",
,09.10.2024,,758418,10,W000000,8,12.7,5.8,61.2,WE20,WE200095,"2,085.00",
,09.10.2024,,758418,10,W000000,9,12.9,7.4,61.2,WE20,WE200095,"2,067.00",
,09.10.2024,,758420,10,W000000,1,11.3,12.5,61.3,WE20,WE200095,"1,947.00",
,09.10.2024,,758420,10,W000000,10,11.5,8.8,61.4,WE20,WE200095,"2,091.00",
,09.10.2024,,758420,10,W000000,11,11.6,6.8,61.3,WE20,WE200095,"1,954.00",
,09.10.2024,,758420,10,W000000,12,11.9,5.2,61.3,WE20,WE200095,"1,540.00",
,09.10.2024,,758420,10,W000000,13,11.8,4,61.4,WE20,WE200095,"2,075.00",
,09.10.2024,,758420,10,W000000,14,12.9,4,61.4,WE20,WE200095,"1,955.00",
,09.10.2024,,758420,10,W000000,15,12.4,4,61.4,WE20,WE200095,"1,949.00",
,09.10.2024,,758420,10,W000000,16,12.4,4,61.4,WE20,WE200095,"1,959.00",
,09.10.2024,,758420,10,W000000,17,12.7,4,61.4,WE20,WE200095,"2,084.00",
,09.10.2024,,758420,10,W000000,18,11.8,4,61.4,WE20,WE200095,"1,965.00",
,09.10.2024,,758420,10,W000000,19,13.6,6.5,61.3,WE20,WE200095,"1,965.00",
,09.10.2024,,758420,10,W000000,2,11.6,11.6,61.3,WE20,WE200095,"2,094.00",
,09.10.2024,,758420,10,W000000,20,13.4,5.5,61.3,WE20,WE200095,"1,976.00",
,09.10.2024,,758420,10,W000000,3,11.6,11.2,61.3,WE20,WE200095,"2,068.00",
,09.10.2024,,758420,10,W000000,4,11.3,8.9,61.3,WE20,WE200095,"1,958.00",
,09.10.2024,,758420,10,W000000,5,11.9,6.3,61.3,WE20,WE200095,"1,958.00",
,09.10.2024,,758420,10,W000000,6,11.6,6.8,61.3,WE20,WE200095,"1,965.00",
,09.10.2024,,758420,10,W000000,7,11.5,6.4,61.4,WE20,WE200095,"2,114.00",
,09.10.2024,,758420,10,W000000,8,11.6,6.8,61.4,WE20,WE200095,"2,088.00",
,09.10.2024,,758420,10,W000000,9,12.1,4.8,61.4,WE20,WE200095,"1,955.00",
,09.10.2024,,758422,10,W000000,1,12.7,4,61.3,WE20,WE200095,"1,960.00",
,09.10.2024,,758422,10,W000000,10,14,7.4,61.2,WE20,WE200095,"1,973.00",
,09.10.2024,,758422,10,W000000,11,15.6,6.1,61.3,WE20,WE200095,"1,966.00",
,09.10.2024,,758422,10,W000000,12,13.7,6.3,61.3,WE20,WE200095,"1,977.00",
,09.10.2024,,758422,10,W000000,13,14.2,5.6,61.4,WE20,WE200095,"1,984.00",
,09.10.2024,,758422,10,W000000,14,13.9,5.9,61.4,WE20,WE200095,"1,985.00",
,09.10.2024,,758422,10,W000000,15,13.3,6,61.3,WE20,WE200095,"2,003.00",
,09.10.2024,,758422,10,W000000,16,12.8,6.1,61.3,WE20,WE200095,"1,991.00",
,09.10.2024,,758422,10,W000000,2,13,4,61.3,WE20,WE200095,"1,966.00",
,09.10.2024,,758422,10,W000000,3,13,4,61.3,WE20,WE200095,"1,963.00",
,09.10.2024,,758422,10,W000000,4,12.9,4,61.3,WE20,WE200095,"2,122.00",
,09.10.2024,,758422,10,W000000,5,13.7,4,61.2,WE20,WE200095,"1,977.00",
,09.10.2024,,758422,10,W000000,6,14.1,4,61.2,WE20,WE200095,"2,097.00",
,09.10.2024,,758422,10,W000000,7,14,4,61.2,WE20,WE200095,"1,969.00",
,09.10.2024,,758422,10,W000000,8,13.9,4,61.2,WE20,WE200095,"2,131.00",
,09.10.2024,,758422,10,W000000,9,13.7,4,61.2,WE20,WE200095,"1,966.00",
,10.10.2024,,558359,10,W000000,1,10.8,12.8,61.4,WE20,WE200095,"2,129.00",
,10.10.2024,,558359,10,W000000,10,10.4,14,61.5,WE10,WE100095,"2,059.00",
,10.10.2024,,558359,10,W000000,11,9.6,14,61.5,WE10,WE100095,"1,989.00",
,10.10.2024,,558359,10,W000000,12,9.6,16,61.5,WE10,WE100095,"2,044.00",
,10.10.2024,,558359,10,W000000,13,9.9,16.8,61.5,WE10,WE100095,"1,986.00",
,10.10.2024,,558359,10,W000000,14,9.8,16,61.5,WE10,WE100095,"2,047.00",
,10.10.2024,,558359,10,W000000,15,10,14.8,61.5,WE10,WE100095,"1,983.00",
,10.10.2024,,558359,10,W000000,2,10.7,12,61.4,WF20,WF200095,"1,074.00",
,10.10.2024,,558359,10,W000000,3,10.7,11.2,61.4,WE20,WE200095,"2,138.00",
,10.10.2024,,558359,10,W000000,4,11.1,10,61.4,WE20,WE200095,"2,066.00",
,10.10.2024,,558359,10,W000000,5,11.2,10.8,61.5,WE10,WE100095,"2,070.00",
,10.10.2024,,558359,10,W000000,6,11.2,12,61.5,WE10,WE100095,"2,007.00",
,10.10.2024,,558359,10,W000000,7,11.1,12,61.5,WE10,WE100095,"2,131.00",
,10.10.2024,,558359,10,W000000,8,10.4,16,61.5,WE10,WE100095,"2,061.00",
,10.10.2024,,558359,10,W000000,9,10.4,12,61.5,WE10,WE100095,"1,999.00",
,10.10.2024,,658357,10,W000000,1,10.4,17.1,61.6,WE10,WE100095,"1,981.00",
,10.10.2024,,658357,10,W000000,10,10.4,17.7,61.7,WE10,WE100095,"2,059.00",
,10.10.2024,,658357,10,W000000,2,10.8,14.3,61.6,WE10,WE100095,"1,880.00",
,10.10.2024,,658357,10,W000000,3,10.2,16.6,61.7,WE10,WE100095,"2,137.00",
,10.10.2024,,658357,10,W000000,4,10.6,15.6,61.7,WE10,WE100095,"2,055.00",
,10.10.2024,,658357,10,W000000,5,10.5,17.6,61.7,WE10,WE100095,"1,995.00",
,10.10.2024,,658357,10,W000000,6,10.1,18.8,61.7,WE10,WE100095,"2,059.00",
,10.10.2024,,658357,10,W000000,7,10.1,16.7,61.8,WE10,WE100095,"1,996.00",
,10.10.2024,,658357,10,W000000,8,10.3,18.5,61.8,WE10,WE100095,"2,055.00",
,10.10.2024,,658357,10,W000000,9,10.1,13.3,61.7,WE10,WE100095,"1,994.00",
,10.10.2024,,658361,10,W000000,1,10.7,12.8,61.4,WE20,WE200095,"2,054.00",
,10.10.2024,,658361,10,W000000,10,10.2,16.9,61.4,WE20,WE200095,"1,990.00",
,10.10.2024,,658361,10,W000000,11,10.3,18.3,61.4,WE20,WE200095,"1,927.00",
,10.10.2024,,658361,10,W000000,2,11.1,16,61.4,WE20,WE200095,"1,998.00",
,10.10.2024,,658361,10,W000000,3,10.9,12,61.4,WE20,WE200095,"2,063.00",
,10.10.2024,,658361,10,W000000,4,10.5,14,61.4,WE20,WE200095,"1,997.00",
,10.10.2024,,658361,10,W000000,5,10.3,18.7,61.4,WE20,WE200095,"2,055.00",
,10.10.2024,,658361,10,W000000,6,10.1,14.3,61.4,WE20,WE200095,"1,999.00",
,10.10.2024,,658361,10,W000000,7,10.6,15.4,61.4,WE20,WE200095,"2,065.00",
,10.10.2024,,658361,10,W000000,8,10.4,14.6,61.4,WE20,WE200095,"1,999.00",
,10.10.2024,,658361,10,W000000,9,10.4,13.9,61.4,WE20,WE200095,"2,052.00",
,10.10.2024,,758422,10,W000000,17,14,6.2,61.3,WE20,WE200095,"1,976.00",
,10.10.2024,,758422,10,W000000,18,14.2,5.7,61.3,WE20,WE200095,"1,998.00",
,10.10.2024,,758422,10,W000000,19,14.3,5.6,61.3,WE20,WE200095,"2,101.00",
,10.10.2024,,758422,10,W000000,20,14.2,5.8,61.3,WE20,WE200095,"1,981.00",
,10.10.2024,,758424,10,W000000,1,13.8,5.7,61.4,WE20,WE200095,"1,967.00",
,10.10.2024,,758424,10,W000000,10,13.8,5.7,61.3,WE20,WE200095,"1,964.00",
,10.10.2024,,758424,10,W000000,11,13.6,7.4,61.4,WE20,WE200095,"1,982.00",
,10.10.2024,,758424,10,W000000,12,13.2,7.6,61.4,WE20,WE200095,"1,718.00",
,10.10.2024,,758424,10,W000000,13,13.9,7.3,61.3,WE20,WE200095,"1,975.00",
,10.10.2024,,758424,10,W000000,14,13.5,5.6,61.3,WE20,WE200095,"1,985.00",
,10.10.2024,,758424,10,W000000,15,14,6.8,61.1,WE20,WE200095,"1,976.00",
,10.10.2024,,758424,10,W000000,16,13.5,6.9,61.1,WE20,WE200095,"2,085.00",
,10.10.2024,,758424,10,W000000,17,13,7.5,61.4,WE20,WE200095,"2,110.00",
,10.10.2024,,758424,10,W000000,18,13,6.8,61.4,WE20,WE200095,"2,093.00",
,10.10.2024,,758424,10,W000000,19,13,5.4,61.4,WE20,WE200095,"2,100.00",
,10.10.2024,,758424,10,W000000,2,13.6,5.8,61.4,WE20,WE200095,"1,993.00",
,10.10.2024,,758424,10,W000000,20,12.9,5.5,61.4,WE20,WE200095,"2,102.00",
,10.10.2024,,758424,10,W000000,3,13.5,5.8,61.4,WE20,WE200095,"2,119.00",
,10.10.2024,,758424,10,W000000,4,13.6,6,61.4,WE20,WE200095,"1,972.00",
,10.10.2024,,758424,10,W000000,5,12.4,6.1,61.4,WE20,WE200095,"1,965.00",
,10.10.2024,,758424,10,W000000,6,13.7,6.2,61.4,WE20,WE200095,"1,967.00",
,10.10.2024,,758424,10,W000000,7,14.1,7.4,61.3,WE20,WE200095,"2,097.00",
,10.10.2024,,758424,10,W000000,8,13.8,5.9,61.3,WE20,WE200095,"1,966.00",
,10.10.2024,,758424,10,W000000,9,14,5.9,61.3,WE20,WE200095,"1,976.00",
,10.10.2024,,758426,10,W000000,1,11.9,5.8,61.4,WE20,WE200095,"2,113.00",
,10.10.2024,,758426,10,W000000,10,12.5,4,61.5,WE10,WE100095,"1,980.00",
,10.10.2024,,758426,10,W000000,11,12.3,6,61.5,WE10,WE100095,"2,008.00",
,10.10.2024,,758426,10,W000000,12,12.3,4,61.5,WE10,WE100095,"2,310.00",
,10.10.2024,,758426,10,W000000,13,13.3,4,61.5,WE10,WE100095,"2,013.00",
,10.10.2024,,758426,10,W000000,14,13.5,4,61.5,WE10,WE100095,"2,002.00",
,10.10.2024,,758426,10,W000000,15,11.4,12,61.5,WE10,WE100095,"2,006.00",
,10.10.2024,,758426,10,W000000,16,13.3,4,61.5,WE10,WE100095,"2,101.00",
,10.10.2024,,758426,10,W000000,17,11.5,9.2,61.5,WE10,WE100095,"1,977.00",
,10.10.2024,,758426,10,W000000,18,12.3,4,61.5,WE10,WE100095,"1,990.00",
,10.10.2024,,758426,10,W000000,19,11.2,11.2,61.5,WE10,WE100095,"1,983.00",
,10.10.2024,,758426,10,W000000,2,11.9,6.3,61.4,WE20,WE200095,"2,103.00",
,10.10.2024,,758426,10,W000000,20,12.2,4.4,61.5,WE10,WE100095,"1,984.00",
,10.10.2024,,758426,10,W000000,3,12.5,6.3,61.4,WE20,WE200095,"2,078.00",
,10.10.2024,,758426,10,W000000,4,11.2,10.6,61.4,WE20,WE200095,"2,105.00",
,10.10.2024,,758426,10,W000000,5,12.3,6.2,61.5,WE10,WE100095,"1,982.00",
,10.10.2024,,758426,10,W000000,6,12.4,6.4,61.5,WE10,WE100095,"2,010.00",
,10.10.2024,,758426,10,W000000,7,12.1,4,61.4,WE20,WE200095,"2,092.00",
,10.10.2024,,758426,10,W000000,8,12,4,61.4,WE20,WE200095,"1,973.00",
,10.10.2024,,758426,10,W000000,9,13,4,61.5,WE10,WE100095,"2,104.00",
,10.10.2024,,758428,10,W000000,1,11.6,8,61.5,WE10,WE100095,"1,991.00",
,10.10.2024,,758428,10,W000000,10,12.8,5.9,61.5,WE10,WE100095,"2,028.00",
,10.10.2024,,758428,10,W000000,11,12.6,5.9,61.6,WE10,WE100095,"1,985.00",
,10.10.2024,,758428,10,W000000,12,12.2,8.6,61.6,WE10,WE100095,"1,987.00",
,10.10.2024,,758428,10,W000000,13,12.4,6.4,61.7,WE10,WE100095,"1,997.00",
,10.10.2024,,758428,10,W000000,14,12.1,7,61.7,WE10,WE100095,"1,996.00",
,10.10.2024,,758428,10,W000000,15,12.1,6.2,61.5,WE10,WE100095,"1,996.00",
,10.10.2024,,758428,10,W000000,2,11.5,9.2,61.5,WE10,WE100095,"1,998.00",
,10.10.2024,,758428,10,W000000,3,11.1,11.2,61.5,WE10,WE100095,"1,982.00",
,10.10.2024,,758428,10,W000000,4,11.3,14.8,61.5,WE10,WE100095,"1,982.00",
,10.10.2024,,758428,10,W000000,5,11.4,8,61.5,WE10,WE100095,"1,975.00",
,10.10.2024,,758428,10,W000000,6,11,10.8,61.5,WE10,WE100095,"1,978.00",
,10.10.2024,,758428,10,W000000,7,11.5,10.8,61.5,WE10,WE100095,"1,971.00",
,10.10.2024,,758428,10,W000000,8,11.3,9.2,61.5,WE10,WE100095,"2,109.00",
,10.10.2024,,758428,10,W000000,9,11.6,10.8,61.5,WE10,WE100095,"1,970.00",
,11.10.2024,,558363,10,W000000,1,10.4,14,61.6,WE10,WE100095,"2,067.00",
,11.10.2024,,558363,10,W000000,10,10.3,15.7,61.6,WE10,WE100095,"2,062.00",
,11.10.2024,,558363,10,W000000,11,10.4,16.5,61.6,WE10,WE100095,"1,995.00",
,11.10.2024,,558363,10,W000000,12,10.5,15,61.6,WE10,WE100095,"2,058.00",
,11.10.2024,,558363,10,W000000,13,10.4,15,61.7,WE10,WE100095,"2,063.00",
,11.10.2024,,558363,10,W000000,14,10.5,14.8,61.7,WE10,WE100095,"1,996.00",
,11.10.2024,,558363,10,W000000,15,10.8,15.8,61.6,WE10,WE100095,"1,999.00",
,11.10.2024,,558363,10,W000000,16,10.2,14.1,61.6,WE10,WE100095,"2,059.00",
,11.10.2024,,558363,10,W000000,17,10.5,15.4,61.6,WE10,WE100095,"1,994.00",
,11.10.2024,,558363,10,W000000,2,10.4,16.2,61.6,WE10,WE100095,"2,003.00",
,11.10.2024,,558363,10,W000000,3,10.3,14.7,61.6,WE10,WE100095,"2,069.00",
,11.10.2024,,558363,10,W000000,4,10.5,14.8,61.6,WE10,WE100095,"2,003.00",
,11.10.2024,,558363,10,W000000,5,10.6,14,61.7,WE10,WE100095,"2,002.00",
,11.10.2024,,558363,10,W000000,6,10.7,14.9,61.7,WE10,WE100095,"2,005.00",
,11.10.2024,,558363,10,W000000,7,10.6,16.3,61.6,WE10,WE100095,"2,072.00",
,11.10.2024,,558363,10,W000000,8,10.8,13,61.6,WE10,WE100095,"2,068.00",
,11.10.2024,,558363,10,W000000,9,11.1,16,61.6,WE10,WE100095,"2,002.00",
,11.10.2024,,558367,10,W000000,1,10.5,14.8,61.4,WE20,WE200095,"2,057.00",
,11.10.2024,,558367,10,W000000,10,10.1,14,61.3,WE20,WE200095,"2,004.00",
,11.10.2024,,558367,10,W000000,11,10.1,14.8,61.3,WE20,WE200095,"2,065.00",
,11.10.2024,,558367,10,W000000,12,10.1,14.2,61.3,WE20,WE200095,"1,999.00",
,11.10.2024,,558367,10,W000000,13,10.1,18,61.3,WE20,WE200095,"2,064.00",
,11.10.2024,,558367,10,W000000,14,9.9,15.6,61.3,WE20,WE200095,"2,130.00",
,11.10.2024,,558367,10,W000000,15,9.9,18,61.3,WE20,WE200095,"2,056.00",
,11.10.2024,,558367,10,W000000,16,9.9,16,61.3,WE20,WE200095,"1,993.00",
,11.10.2024,,558367,10,W000000,17,10,16,61.2,WE20,WE200095,"2,062.00",
,11.10.2024,,558367,10,W000000,2,10.2,16.4,61.4,WE20,WE200095,"1,988.00",
,11.10.2024,,558367,10,W000000,3,9.8,14,61.4,WE20,WE200095,"2,059.00",
,11.10.2024,,558367,10,W000000,4,10.1,16,61.4,WE20,WE200095,"1,992.00",
,11.10.2024,,558367,10,W000000,5,10.1,16.4,61.4,WE20,WE200095,"2,059.00",
,11.10.2024,,558367,10,W000000,6,10.2,14,61.4,WE20,WE200095,"2,002.00",
,11.10.2024,,558367,10,W000000,7,10.1,14,61.3,WE20,WE200095,"2,062.00",
,11.10.2024,,558367,10,W000000,8,10.5,18,61.3,WE20,WE200095,"2,003.00",
,11.10.2024,,558367,10,W000000,9,10.5,16,61.3,WE20,WE200095,"2,060.00",
,11.10.2024,,658361,10,W000000,12,9.8,17.5,61.4,WE20,WE200095,"1,985.00",
,11.10.2024,,658361,10,W000000,13,9.9,19.1,61.3,WE20,WE200095,"2,056.00",
,11.10.2024,,658361,10,W000000,14,10.8,14.5,61.3,WE20,WE200095,"2,001.00",
,11.10.2024,,658361,10,W000000,15,10.8,15,61.4,WE20,WE200095,"2,066.00",
,11.10.2024,,658361,10,W000000,16,10.8,17.8,61.4,WE20,WE200095,"2,000.00",
,11.10.2024,,658361,10,W000000,17,10.8,14.8,61.3,WE20,WE200095,"2,065.00",
,11.10.2024,,658365,10,W000000,1,10.6,16.6,61.5,WE10,WE100095,"2,057.00",
,11.10.2024,,658365,10,W000000,10,10.4,16.3,61.7,WE10,WE100095,"1,999.00",
,11.10.2024,,658365,10,W000000,11,10.5,17.1,61.8,WE10,WE100095,"2,068.00",
,11.10.2024,,658365,10,W000000,12,10.4,17.2,61.8,WE10,WE100095,"2,003.00",
,11.10.2024,,658365,10,W000000,13,10.4,12.3,61.7,WE10,WE100095,"2,064.00",
,11.10.2024,,658365,10,W000000,14,10.4,16.2,61.7,WE10,WE100095,"2,001.00",
,11.10.2024,,658365,10,W000000,15,9.3,16,61.4,WE20,WE200095,"2,065.00",
,11.10.2024,,658365,10,W000000,16,9.2,18,61.4,WE20,WE200095,"2,004.00",
,11.10.2024,,658365,10,W000000,2,10.3,15.2,61.5,WE10,WE100095,"2,006.00",
,11.10.2024,,658365,10,W000000,3,10.5,17.1,61.6,WE10,WE100095,"2,066.00",
,11.10.2024,,658365,10,W000000,4,10,17.6,61.6,WE10,WE100095,"1,994.00",
,11.10.2024,,658365,10,W000000,5,10.6,16.2,61.7,WE10,WE100095,"2,057.00",
,11.10.2024,,658365,10,W000000,6,9.8,18.2,61.7,WE10,WE100095,"2,024.00",
,11.10.2024,,658365,10,W000000,7,10.7,13.5,61.6,WE10,WE100095,"2,072.00",
,11.10.2024,,658365,10,W000000,8,10.6,13.9,61.6,WE10,WE100095,"2,006.00",
,11.10.2024,,658365,10,W000000,9,10.7,15.4,61.7,WE10,WE100095,"2,064.00",
,11.10.2024,,658369,10,W000000,1,9.9,18,61.3,WE20,WE200095,"1,992.00",
,11.10.2024,,658369,10,W000000,10,10.1,16,61.4,WE20,WE200095,"2,055.00",
,11.10.2024,,658369,10,W000000,11,9.7,14.4,61.4,WE20,WE200095,"1,996.00",
,11.10.2024,,658369,10,W000000,12,9.7,14,61.4,WE20,WE200095,"2,058.00",
,11.10.2024,,658369,10,W000000,13,10.3,13.5,61.7,WE10,WE100095,"1,998.00",
,11.10.2024,,658369,10,W000000,14,10.3,15,61.7,WE10,WE100095,"1,576.00",
,11.10.2024,,658369,10,W000000,15,10.2,12,61.7,WE10,WE100095,"1,998.00",
,11.10.2024,,658369,10,W000000,16,9.8,15.1,61.7,WE10,WE100095,"1,937.00",
,11.10.2024,,658369,10,W000000,17,10.6,13.2,61.6,WE10,WE100095,"1,997.00",
,11.10.2024,,658369,10,W000000,2,10.2,15.6,61.3,WE20,WE200095,"2,060.00",
,11.10.2024,,658369,10,W000000,3,10.1,14,61.4,WE20,WE200095,"2,000.00",
,11.10.2024,,658369,10,W000000,4,10,12,61.4,WE20,WE200095,"2,067.00",
,11.10.2024,,658369,10,W000000,5,10.1,12.4,61.4,WE20,WE200095,"2,003.00",
,11.10.2024,,658369,10,W000000,6,10,14,61.4,WE20,WE200095,"2,063.00",
,11.10.2024,,658369,10,W000000,7,9.9,14,61.4,WE20,WE200095,"1,996.00",
,11.10.2024,,658369,10,W000000,8,9.9,18,61.4,WE20,WE200095,"2,058.00",
,11.10.2024,,658369,10,W000000,9,9.8,14,61.4,WE20,WE200095,"1,994.00",
,11.10.2024,,758428,10,W000000,16,11.2,11.7,61.5,WE10,WE100095,"1,992.00",
,11.10.2024,,758428,10,W000000,17,11.9,6.9,61.5,WE10,WE100095,"2,008.00",
,11.10.2024,,758428,10,W000000,18,12.2,6.5,61.5,WE10,WE100095,"1,990.00",
,11.10.2024,,758428,10,W000000,19,12.1,7.5,61.6,WE10,WE100095,"2,000.00",
,11.10.2024,,758428,10,W000000,20,12.5,5.8,61.6,WE10,WE100095,"1,990.00",
,11.10.2024,,758430,10,W000000,1,11.1,11.6,61.7,WE10,WE100095,"1,958.00",
,11.10.2024,,758430,10,W000000,10,12.5,6,61.7,WE10,WE100095,"1,983.00",
,11.10.2024,,758430,10,W000000,11,12.9,6.2,61.6,WE10,WE100095,"1,984.00",
,11.10.2024,,758430,10,W000000,12,12,9.2,61.6,WE10,WE100095,"1,965.00",
,11.10.2024,,758430,10,W000000,13,11.9,13.5,61.6,WE10,WE100095,"1,963.00",
,11.10.2024,,758430,10,W000000,14,11.5,13.4,61.6,WE10,WE100095,"1,972.00",
,11.10.2024,,758430,10,W000000,15,11.3,14.8,61.7,WE10,WE100095,"1,986.00",
,11.10.2024,,758430,10,W000000,16,11.5,14.9,61.71,WE10,WE100095,"1,978.00",
,11.10.2024,,758430,10,W000000,17,12,10.2,61.6,WE10,WE100095,"1,996.00",
,11.10.2024,,758430,10,W000000,2,11.2,11.4,61.7,WE10,WE100095,"1,992.00",
,11.10.2024,,758430,10,W000000,3,11.5,11,61.6,WE10,WE100095,"1,975.00",
,11.10.2024,,758430,10,W000000,4,11.6,10.4,61.2,WE20,WE200095,"1,970.00",
,11.10.2024,,758430,10,W000000,5,11.2,7.6,61.2,WE20,WE200095,"1,973.00",
,11.10.2024,,758430,10,W000000,6,12.2,9,61.2,WE20,WE200095,"1,983.00",
,11.10.2024,,758430,10,W000000,7,12.4,7.4,61.7,WE10,WE100095,"2,162.00",
,11.10.2024,,758430,10,W000000,8,11.7,10.8,61.7,WE10,WE100095,"1,989.00",
,11.10.2024,,758430,10,W000000,9,11.3,9.6,61.7,WE10,WE100095,"1,986.00",
,11.10.2024,,758432,10,W000000,1,11.6,9.7,61.5,WE10,WE100095,"2,020.00",
